Access only for testing+-----------+------------------------------------+------------------------------------------------------------------------+
| Method    | URI                                | Action                                                                 |
+-----------+------------------------------------+------------------------------------------------------------------------+
| GET|HEAD  | /                                  | Closure                                                                |
| GET|HEAD  | /                                  | Closure                                                                |
| GET|HEAD  | _dusk/login/{userId}/{guard?}      | Laravel\Dusk\Http\Controllers\UserController@login                     |
| GET|HEAD  | _dusk/logout/{guard?}              | Laravel\Dusk\Http\Controllers\UserController@logout                    |
| GET|HEAD  | _dusk/user/{guard?}                | Laravel\Dusk\Http\Controllers\UserController@user                      |
| GET|HEAD  | api/calendar                       | App\Http\Controllers\Api\CalendarEventController@index                 |
| POST      | api/calendar                       | App\Http\Controllers\Api\CalendarEventController@store                 |
| GET|HEAD  | api/calendar/create                | App\Http\Controllers\Api\CalendarEventController@create                |
| GET|HEAD  | api/calendar/{calendar}            | App\Http\Controllers\Api\CalendarEventController@show                  |
| PUT|PATCH | api/calendar/{calendar}            | App\Http\Controllers\Api\CalendarEventController@update                |
| DELETE    | api/calendar/{calendar}            | App\Http\Controllers\Api\CalendarEventController@destroy               |
| GET|HEAD  | api/calendar/{calendar}/edit       | App\Http\Controllers\Api\CalendarEventController@edit                  |
| GET|HEAD  | api/user                           | Closure                                                                |
| GET|HEAD  | backup                             | App\Http\Controllers\BackupController@index                            |
| GET|HEAD  | backup                             | App\Http\Controllers\BackupController@index                            |
| GET|HEAD  | backup/create                      | App\Http\Controllers\BackupController@create                           |
| GET|HEAD  | backup/create                      | App\Http\Controllers\BackupController@create                           |
| DELETE    | backup/{backup}                    | App\Http\Controllers\BackupController@destroy                          |
| DELETE    | backup/{backup}                    | App\Http\Controllers\BackupController@destroy                          |
| GET|HEAD  | backup/{backup}/restore            | App\Http\Controllers\BackupController@restore                          |
| GET|HEAD  | backup/{backup}/restore            | App\Http\Controllers\BackupController@restore                          |
| GET|HEAD  | calendar                           | App\Http\Controllers\Tenants\CalendarEventController@index             |
| POST      | calendar                           | App\Http\Controllers\Tenants\CalendarEventController@store             |
| GET|HEAD  | calendar/create                    | App\Http\Controllers\Tenants\CalendarEventController@create            |
| GET|HEAD  | calendar/fullcalendar              | App\Http\Controllers\Tenants\CalendarEventController@fullcalendar      |
| GET|HEAD  | calendar/{calendar}                | App\Http\Controllers\Tenants\CalendarEventController@show              |
| PUT|PATCH | calendar/{calendar}                | App\Http\Controllers\Tenants\CalendarEventController@update            |
| DELETE    | calendar/{calendar}                | App\Http\Controllers\Tenants\CalendarEventController@destroy           |
| GET|HEAD  | calendar/{calendar}/edit           | App\Http\Controllers\Tenants\CalendarEventController@edit              |
| GET|HEAD  | configuration                      | App\Http\Controllers\Tenants\ConfigurationController@index             |
| POST      | configuration                      | App\Http\Controllers\Tenants\ConfigurationController@store             |
| GET|HEAD  | configuration/create               | App\Http\Controllers\Tenants\ConfigurationController@create            |
| GET|HEAD  | configuration/{configuration}      | App\Http\Controllers\Tenants\ConfigurationController@show              |
| PUT|PATCH | configuration/{configuration}      | App\Http\Controllers\Tenants\ConfigurationController@update            |
| DELETE    | configuration/{configuration}      | App\Http\Controllers\Tenants\ConfigurationController@destroy           |
| GET|HEAD  | configuration/{configuration}/edit | App\Http\Controllers\Tenants\ConfigurationController@edit              |
| GET|HEAD  | home                               | App\Http\Controllers\HomeController@index                              |
| GET|HEAD  | home                               | App\Http\Controllers\HomeController@index                              |
| GET|HEAD  | login                              | App\Http\Controllers\Auth\LoginController@showLoginForm                |
| POST      | login                              | App\Http\Controllers\Auth\LoginController@login                        |
| GET|HEAD  | login                              | App\Http\Controllers\Auth\LoginController@showLoginForm                |
| POST      | login                              | App\Http\Controllers\Auth\LoginController@login                        |
| POST      | logout                             | App\Http\Controllers\Auth\LoginController@logout                       |
| POST      | logout                             | App\Http\Controllers\Auth\LoginController@logout                       |
| GET|HEAD  | password/confirm                   | App\Http\Controllers\Auth\ConfirmPasswordController@showConfirmForm    |
| POST      | password/confirm                   | App\Http\Controllers\Auth\ConfirmPasswordController@confirm            |
| GET|HEAD  | password/confirm                   | App\Http\Controllers\Auth\ConfirmPasswordController@showConfirmForm    |
| POST      | password/confirm                   | App\Http\Controllers\Auth\ConfirmPasswordController@confirm            |
| POST      | password/email                     | App\Http\Controllers\Auth\ForgotPasswordController@sendResetLinkEmail  |
| POST      | password/email                     | App\Http\Controllers\Auth\ForgotPasswordController@sendResetLinkEmail  |
| GET|HEAD  | password/reset                     | App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm |
| POST      | password/reset                     | App\Http\Controllers\Auth\ResetPasswordController@reset                |
| GET|HEAD  | password/reset                     | App\Http\Controllers\Auth\ForgotPasswordController@showLinkRequestForm |
| POST      | password/reset                     | App\Http\Controllers\Auth\ResetPasswordController@reset                |
| GET|HEAD  | password/reset/{token}             | App\Http\Controllers\Auth\ResetPasswordController@showResetForm        |
| GET|HEAD  | password/reset/{token}             | App\Http\Controllers\Auth\ResetPasswordController@showResetForm        |
| GET|HEAD  | register                           | App\Http\Controllers\Auth\RegisterController@showRegistrationForm      |
| POST      | register                           | App\Http\Controllers\Auth\RegisterController@register                  |
| GET|HEAD  | register                           | App\Http\Controllers\Auth\RegisterController@showRegistrationForm      |
| POST      | register                           | App\Http\Controllers\Auth\RegisterController@register                  |
| GET|HEAD  | tenancy/assets/{path?}             | Stancl\Tenancy\Controllers\TenantAssetsController@asset                |
| GET|HEAD  | tenants                            | App\Http\Controllers\TenantController@index                            |
| POST      | tenants                            | App\Http\Controllers\TenantController@store                            |
| GET|HEAD  | tenants/create                     | App\Http\Controllers\TenantController@create                           |
| GET|HEAD  | tenants/{tenant}                   | App\Http\Controllers\TenantController@show                             |
| PUT|PATCH | tenants/{tenant}                   | App\Http\Controllers\TenantController@update                           |
| DELETE    | tenants/{tenant}                   | App\Http\Controllers\TenantController@destroy                          |
| GET|HEAD  | tenants/{tenant}/edit              | App\Http\Controllers\TenantController@edit                             |
| GET|HEAD  | test                               | App\Http\Controllers\TestController@index                              |
| GET|HEAD  | test                               | App\Http\Controllers\Tenants\TenantTestController@index                |
| GET|HEAD  | users                              | App\Http\Controllers\UserController@index                              |
| POST      | users                              | App\Http\Controllers\UserController@store                              |
| GET|HEAD  | users                              | App\Http\Controllers\UserController@index                              |
| POST      | users                              | App\Http\Controllers\UserController@store                              |
| GET|HEAD  | users/create                       | App\Http\Controllers\UserController@create                             |
| GET|HEAD  | users/create                       | App\Http\Controllers\UserController@create                             |
| GET|HEAD  | users/{user}                       | App\Http\Controllers\UserController@show                               |
| PUT|PATCH | users/{user}                       | App\Http\Controllers\UserController@update                             |
| DELETE    | users/{user}                       | App\Http\Controllers\UserController@destroy                            |
| GET|HEAD  | users/{user}                       | App\Http\Controllers\UserController@show                               |
| PUT|PATCH | users/{user}                       | App\Http\Controllers\UserController@update                             |
| DELETE    | users/{user}                       | App\Http\Controllers\UserController@destroy                            |
| GET|HEAD  | users/{user}/edit                  | App\Http\Controllers\UserController@edit                               |
| GET|HEAD  | users/{user}/edit                  | App\Http\Controllers\UserController@edit                               |
+-----------+------------------------------------+------------------------------------------------------------------------+
